,productBrand,productCategory,commission
2236,SWISS CELLARS,Single Malt Scotch,0.19
2237,BACARDI USA INC,Imported Cordials & Liqueur,0.25
2238,Rocky Top Investments / Rock River Distillation,Temporary &  Specialty Packages,0.3
2239,Templeton Distilling LLC,Corn Whiskies,0.15
2240,HILLROCK ESTATE DISTILLERY,Single Malt Scotch,0.11
2241,Jim Beam Brands,ANISETTE,0.29
2242,SUTTER HOME WINERY INC / Trinchero Family Estates,Special Order Items,0.24
2243,"Yahara Bay Distillers, Inc",JAPANESE WHISKY,0.09
2244,Wilson Daniels Ltd.,100 PROOF VODKA,0.19
2245,Diageo Americas,SCHNAPPS - IMPORTED,0.09
2246,"Mast-Jaegermeister US, Inc",Imported Cordials & Liqueur,0.0
2247,MOET HENNESSY USA,Special Order Items,0.18
2248,SAZERAC COMPANY  INC,American Distilled Spirit Specialty,0.24
2249,Heaven Hill Brands,BLACKBERRY BRANDIES,0.04
2250,DISARONNO INTERNATIONAL,Special Order Items,0.2
2251,DIAGEO AMERICAS,Coffee Liqueurs,0.26
2252,"Dreyfus, Ashby Co.",MISCELLANEOUS  BRANDIES,0.21
2253,VINO COM LLC,,0.16
2254,Phillips Beverage Company,OTHER PROOF VODKA,0.28
2255,"Paterno Imports, Ltd.",,0.1
2256,Koval Distillery,,0.18
2257,Phillips Beverage Company,SINGLE MALT SCOTCH,0.09
2258,VINO COM LLC,Imported Cordials & Liqueur,0.29
2259,WESTERN SPIRITS BEVERAGE,American Distilled Spirit Specialty,0.23
2260,Anchor Distilling (PREISS IMPORTS),,0.25
2261,Sazerac North America,COFFEE LIQUEURS,0.16
2262,"WILLIAM GRANT AND SONS, INC.",JAMAICA RUM,0.15
2263,Kobrand Corp,Imported Cordials & Liqueur,0.3
2264,Anchor Distilling,JAPANESE WHISKY,0.16
2265,Oregon Brewing Co,Special Order Items,0.27
2266,3 Badge Mixology,AMERICAN SLOE GINS,0.2
2267,Hood River Distillers,Special Order Items,0.24
2268,Shaw-Ross International,,0.05
2269,Anchor Distilling,IRISH WHISKIES,0.33
2270,Vision Wine & Spirit LLC,,0.25
2271,Luxco-Cleveland,COFFEE LIQUEURS,0.29
2272,Shaw Ross International Importers LL,SINGLE MALT SCOTCH,0.21
2273,Luxco-Cleveland,BARBADOS RUM,0.29
2274,PALM BAY INTERNATIONAL,,0.11
2275,Square One Organic Spirits,DISTILLED SPIRITS SPECIALTY,0.06
2276,Mccormick Distilling Company,COFFEE LIQUEURS,0.13
2277,E AND J GALLO WINERY,SINGLE MALT SCOTCH,0.3
2278,Castle Brands,Cocktails / RTD,0.2
2279,"Paterno Imports, Ltd.",SINGLE MALT SCOTCH,0.04
2280,"WILLIAM GRANT AND SONS, INC.",DISTILLED SPIRITS SPECIALTY,0.21
2281,"WILLIAM GRANT AND SONS, INC.",STRAIGHT RYE WHISKIES,0.17
2282,Anchor Distilling (PREISS IMPORTS),OTHER PROOF VODKA,0.25
2283,KOVAL DISTILLERY,,0.15
2284,Luxco-Cleveland,TRIPLE SEC,0.22
2285,Jim Beam Brands,100 PROOF VODKA,0.13
2286,McCormick Distilling Co.,Cocktails / RTD,0.08
2287,Caledonia Spirits,Flavored Gin,0.25
2288,William Grant & Sons Inc,Imported Vodka,0.27
2289,Pyatt Enterprises LLC,Imported Distilled Spirit Specialty,0.17
2290,SAZERAC COMPANY  INC,Delisted Items,0.0
2291,Charles Jacquin Et Cie,Cocktails / RTD,0.0
2292,MHW Ltd,TRIPLE SEC,0.13
2293,"Cowboy Country Distilling, Inc.",Corn Whiskies,0.17
2294,"Cowboy Country Distilling, Inc.",Coffee Liqueurs,0.06
2295,WILSON DANIELS LTD,Imported Vodka,0.0
2296,WINDY HILL SPIRITS,Corn Whiskies,0.14
2297,MARSALLE COMPANY,American Vodka,0.0
2298,Mhw LTD,Imported Vodka,0.0
2299,Thome Enterprises LLC,American Distilled Spirit Specialty,0.72
2300,RUSSIAN STANDARD VODKA,Delisted Items,0.06
2301,Pernod Ricard USA/Austin Nichols,PEACH BRANDIES,0.1
2302,"Yahara Bay Distillers, Inc",100 PROOF VODKA,0.33
2303,MHW Ltd,ROOT BEER SCHNAPPS,0.23
2304,Jim Beam Brands,GREEN CREME DE MENTHE,0.04
2305,American Spirits Exchange,,0.32
2306,Jim Beam Brands,WHITE CREME DE CACAO,0.25
2307,LUXCO INC,Delisted Items,0.1
2308,Shand Import LLC,,0.32
2309,"W. J. Deutsch And Sons, Ltd.",,0.06
2310,AIKO IMPORTERS INC,,0.28
2311,Royal World Spirits,,0.16
2312,Purple Valley Imports,,0.12
2313,PERNOD RICARD USA,Delisted Items,0.86
2314,"Yahara Bay Distillers, Inc",,0.17
2315,Skyy Spirits Inc,American Cordials & Liqueurs,0.0
2316,MARSALLE COMPANY,American Distilled Spirit Specialty,0.14
2317,HILLROCK ESTATE DISTILLERY,Straight Rye Whiskies,0.07
2318,W J Deutsch & Sons LTD,Imported Cordials & Liqueur,0.11
2319,Savage & Cooke / Santa Croce LLC,Straight Rye Whiskies,0.28
2320,PACIFIC EDGE WINE & SPIRITS,Special Order Items,0.26
2321,Stoller Warehouse,American Distilled Spirit Specialty,0.16
2322,Gargoyle Enterprises / Laws Whiskey House,Straight Rye Whiskies,0.1
2323,Levecke Corporation,Imported Cordials & Liqueur,0.19
2324,PROXIMO,Aged Dark Rum,0.17
2325,SUTTER HOME WINERY INC,Special Order Items,0.31
2326,KOVAL DISTILLERY,American Vodka,0.09
2327,Vino.com dba Total Beverage Solution,Aged Dark Rum,0.27
2328,Kings County Distillery,American Distilled Spirit Specialty,0.06
2329,Skyy Spirits Inc,Imported Cordials & Liqueur,0.42
2330,"Dorado, Pizzorni & Sons, LLC",Special Order Items,0.11
2331,Shaw-Ross International,Mezcal,0.15
2332,Paterno Imports LTD,Aged Dark Rum,0.13
2333,STOLLER IMPORTS INC / MARSALLE COMPANY,Imported Cordials & Liqueur,0.08
2334,PALM BAY INTERNATIONAL,Mezcal,0.05
2335,Norden Spirits LLC,American Distilled Spirit Specialty,0.11
2336,Paterno Imports LTD / Terlato Wines International,Single Barrel Bourbon Whiskies,0.22
2337,Opici Import Company,Imported Cordials & Liqueur,0.1
2338,Spirit Imports Inc,Imported Cordials & Liqueur,0.19
2339,Vino.com dba Total Beverage Solution,Mezcal,0.18
2340,Prestige Wine & Spirits Group / United States Distilled Products Co,Special Order Items,0.33
2341,Red Boot Distillery,Neutral Grain Spirits,0.1
2342,PALM BAY INTERNATIONAL,Special Order Items,0.23
2343,Vin Divino Ltd,Special Order Items,0.3
2344,DV Spirits LLC,Imported Distilled Spirit Specialty,0.16
2345,Stoller Warehouse,Straight Rye Whiskies,0.32
2346,BACARDI USA INC,Delisted Items,0.0
2347,IMPERIAL BRANDS INC,Imported Vodka,0.0
2348,Heaven Hill Brands,Holiday VAP,0.0
2349,Minhas Micro Distillery,APRICOT BRANDIES,0.18
2350,Park Street Imports- Caballeros,TEQUILA,0.11
2351,"Paterno Imports, Ltd.",TEQUILA,0.31
2352,Park Street Imports,TEQUILA,0.3
2353,Intersect Beverage LLC,TEQUILA,0.26
2354,"Suro International Importers, Inc",White Rum,0.2
2355,PERNOD RICARD USA,White Rum,0.21
2356,Domaine Select,White Rum,0.17
2357,MINHAS MICRO DISTILLERY,White Rum,0.29
2358,Park Street Imports,White Rum,0.13
2359,KOLOA RUM COMPANY,White Rum,0.21
2360,Red Boot Distillery,Spiced Rum,0.04
2361,"Sovereign Brands, LLC",Spiced Rum,0.31
2362,RJ Importers LLC,Flavored Rum,0.18
2363,"Drum Circle Distilling, LLC",Flavored Rum,0.27
2364,Demerara Distillers (USA) Inc.,Flavored Rum,0.27
2365,PROXIMO,Flavored Rum,0.11
2366,Hexa Partners LP,Mixto Tequila,0.23
2367,Casa 1921 LLC,CREAM LIQUEURS,0.06
2368,KOLOA RUM COMPANY,Cocktails /RTD,0.28
2369,DV Spirits LLC,Cocktails /RTD,0.27
2370,Levecke Corporation,Cream Liqueurs,0.3
2371,Veriano Fine Foods & Spirits Ltd,Cream Liqueurs,0.21
2372,IMPERIAL BRANDS INC,Cream Liqueurs,0.31
2373,AMERICAN SPIRITS EXCHANGE,Cream Liqueurs,0.26
2374,Stanley Stawski Distributing Co.,IMPORTED VODKA,0.3
2375,"Charles Jacquin Et. Cie., Inc.",IMPORTED VODKA,0.18
2376,"Phenix Brands, LLC",IMPORTED VODKA,0.05
2377,Park Street Imports,IMPORTED VODKA,0.11
2378,Vision Wine & Spirit LLC,Irish Whiskies,0.24
2379,MINHAS MICRO DISTILLERY,Irish Whiskies,0.09
2380,Levecke Corporation JJB,Irish Whiskies,0.17
2381,Niche Import Co,Irish Whiskies,0.21
2382,YAHARA BAY DISTILLERS INC,Irish Whiskies,0.19
2383,PALM BAY INTERNATIONAL,Irish Whiskies,0.06
2384,"Restless Spirits Distilling Company, LLC",Irish Whiskies,0.18
2385,Niche Import Co.,VODKA 80 PROOF,0.12
2386,Patriarch Distillers,VODKA 80 PROOF,0.11
2387,Lloyd Caruso LLC,VODKA FLAVORED,0.04
2388,Koenig Distillery Inc,American Vodkas,0.3
2389,Stoller Warehouse,American Vodkas,0.25
2390,Woody Creek Distillers LLC,American Vodkas,0.19
2391,Egghead Too LLC/ ARE Concepts,American Vodkas,0.22
2392,Jackson Hole Still Works,American Vodkas,0.08
2393,STOLLER IMPORTS INC / MARSALLE COMPANY,American Vodkas,0.24
2394,Niche Import Co,Imported Vodkas,0.32
2395,PALM BAY INTERNATIONAL,Imported Vodkas,0.3
2396,HOTALING & CO,Imported Vodkas,0.29
2397,"Foundry Distilling Company, LLC",Scotch Whiskies,0.04
2398,Classic Wine Imports,WHISKEY LIQUEUR,0.27
2399,Niche Import Co,Whiskey Liqueur,0.05
2400,"USA Wine West, LLC",Whiskey Liqueur,0.31
2401,Breuckelen Distilling,BLENDED WHISKIES,0.24
2402,KOVAL DISTILLERY,Blended Whiskies,0.03
2403,Modern Spirits,AMERICAN DRY GINS,0.29
2404,Park Street Imports-House Spirits,AMERICAN DRY GINS,0.25
2405,Koval Distillery,AMERICAN DRY GINS,0.25
2406,"North Shore Distillery, LLC.",AMERICAN DRY GINS,0.16
2407,"Central Standard, LLC",American Brandies,0.12
2408,Mhw LTD,American Brandies,0.27
2409,SERRALLES USA,American Dry Gins,0.18
2410,FRANK LIN DISTILLERS PRO,American Dry Gins,0.23
2411,KOVAL DISTILLERY,American Dry Gins,0.08
2412,Levecke Corporation,American Dry Gins,0.32
2413,Copper & Kings American Brandy Company,American Dry Gins,0.3
2414,Caledonia Spirits,American Dry Gins,0.16
2415,Ransom Spirits LLC,American Dry Gins,0.1
2416,AMERICAN SPIRITS EXCHANGE,American Dry Gins,0.08
2417,Mhw LTD,American Schnapps,0.15
2418,Prestige Wine and Spirits Group,CANADIAN WHISKIES,0.17
2419,REMY COINTREAU USA         .,IMPORTED DRY GINS,0.3
2420,CVI Brands,IMPORTED DRY GINS,0.04
2421,R�my Cointreau USA,IMPORTED DRY GINS,0.19
2422,"W. J. Deutsch And Sons, Ltd.",IMPORTED DRY GINS,0.19
2423,VINO COM LLC,Imported Brandies,0.25
2424,Heaven Hill Brands,Imported Brandies,0.0
2425,"Serendipity Wines, LLC",Imported Dry Gins,0.31
2426,HOTALING & CO,Imported Dry Gins,0.05
2427,Paterno Imports LTD,Imported Dry Gins,0.16
2428,PACIFIC EDGE WINE & SPIRITS,Imported Dry Gins,0.16
2429,Keepers Quest Inc,Imported Dry Gins,0.27
2430,WILSON DANIELS LTD,100% Agave Tequila,0.2
2431,HPSepicurean LLC / Preiss Imports,100% Agave Tequila,0.06
2432,Altamar Brands LLC,100% Agave Tequila,0.2
2433,"Sazerac Co., Inc.",TENNESSEE WHISKIES,0.09
2434,WILSON DANIELS LTD,American Flavored Vodka,0.0
2435,Grand Teton Distillery,American Flavored Vodka,0.19
2436,Sazerac North America,IMPORTED GRAPE BRANDIES,0.28
2437,Laird And Company,IMPORTED GRAPE BRANDIES,0.29
2438,Anchor Distilling (PREISS IMPORTS),IMPORTED GRAPE BRANDIES,0.31
2439,HPSepicurean LLC / Preiss Imports,Imported Flavored Vodka,0.15
2440,Journeyman Distillery LLC,STRAIGHT BOURBON WHISKIES,0.28
2441,Hillrock Estate Distillery LLC,STRAIGHT BOURBON WHISKIES,0.21
2442,Phillips Beverage Company,STRAIGHT BOURBON WHISKIES,0.17
2443,FRANK LIN DISTILLERS PRO,Straight Bourbon Whiskies,0.06
2444,Mach Flynt Inc.,Straight Bourbon Whiskies,0.16
2445,SUTTER HOME WINERY INC,Straight Bourbon Whiskies,0.14
2446,HIGH WEST DISTILLERY LLC,Straight Bourbon Whiskies,0.0
2447,CVI Brands / California Vineyards Inc,Straight Bourbon Whiskies,0.27
2448,Tom's Town Distilling Co,Straight Bourbon Whiskies,0.13
2449,Kings Country Distillery,Straight Bourbon Whiskies,0.2
2450,SUTTER HOME WINERY INC / Trinchero Family Estates,Straight Bourbon Whiskies,0.2
2451,Vision Wine & Spirit LLC,Straight Bourbon Whiskies,0.3
2452,Levecke Corporation,American Cordials & Liqueur,0.06
2453,AMERICAN SPIRITS EXCHANGE,American Cordials & Liqueur,0.08
2454,IA-Native Spirits,American Cordials & Liqueur,0.09
2455,"Worldwide Libations, LLC",Imported Cordials & Liqueurs,0.14
2456,Paterno Imports LTD / Terlato Wines International,Imported Cordials & Liqueurs,0.32
2457,"Caribbean Distillers, LLC",Temporary & Specialty Packages,0.04
2458,S&B Farms Distillery,Temporary & Specialty Packages,0.09
2459,Trinchero Family Estates,PUERTO RICO & VIRGIN ISLANDS RUM,0.17
2460,Levecke Corp.,PUERTO RICO & VIRGIN ISLANDS RUM,0.05
2461,Dehner Distillery,PUERTO RICO & VIRGIN ISLANDS RUM,0.29
2462,Sazerac North America,MISC. AMERICAN CORDIALS & LIQUEURS,0.25
2463,Seashore Marketing Group,MISC. IMPORTED CORDIALS & LIQUEURS,0.04
2464,MINHAS MICRO DISTILLERY,Gold Rum,0.1
2465,DIAGEO AMERICAS,Single Barrel Bourbon Whiskies,0.18
2466,Luxco-Cleveland,ROCK & RYE,0.14
2467,OLE SMOKY DISTILLERY LLC,American Distilled Spirits Specialty,0.09
2468,Driftless Glen Distillery,Single Barrel Bourbon Whiskies,0.25
2469,LEVECKE CORP,100 PROOF VODKA,0.25
2470,Stillworks LLC,American Distilled Spirit Specialty,0.15
2471,"American Heritage Distillers, LLC / Century Farms Distillery",Single Barrel Bourbon Whiskies,0.33
2472,PERNOD RICARD USA,Holiday VAP,
2473,Jim Beam Brands,JAPANESE WHISKY,0.26
2474,Campari America,,0.29
2475,Niche Import Co.,DISTILLED SPIRITS SPECIALTY,0.2
2476,H A P LLC,Special Order Items,0.13
2477,Koval Distillery,SINGLE BARREL BOURBON WHISKIES,0.16
2478,Pernod Ricard USA/Austin Nichols,MISCELLANEOUS SCHNAPPS,0.22
2479,SAZERAC COMPANY  INC,Corn Whiskies,0.05
2480,Luxco-St Louis,BARBADOS RUM,0.31
2481,Niche Import Co.,IMPORTED DRY GINS,0.16
2482,"Belmont Farms Of Va., Inc",DISTILLED SPIRITS SPECIALTY,0.1
2483,WhistlePig LLC,CORN WHISKIES,0.25
2484,KOLOA RUM COMPANY,Special Order Items,0.25
2485,Pernod Ricard USA/Austin Nichols,AMERICAN AMARETTO,0.2
2486,KOLOA RUM COMPANY,,0.3
2487,"William Grant and Sons, Inc.",JAMAICA RUM,0.1
2488,"Charles Jacquin Et. Cie., Inc.",CHERRY BRANDIES,0.06
2489,"Charles Jacquin Et. Cie., Inc.",PEACH BRANDIES,0.16
2490,Proximo,100 PROOF VODKA,0.04
2491,Laird & Company,,0.08
2492,MHW Ltd,RASPBERRY SCHNAPPS,0.1
2493,TY KU LLC,Special Order Items,0.17
2494,IMPERIAL BRANDS INC,Imported Distilled Spirit Specialty,0.24
2495,45th Parallel Spirits,,0.18
2496,"Sazerac Co., Inc.",IRISH WHISKIES,0.22
2497,Impex Beverages Inc,IRISH WHISKIES,0.07
2498,Shaw Ross International Importers LL,IMPORTED DRY GINS,0.24
2499,VINO COM LLC,Single Malt Scotch,0.26
2500,Clear Creek Distillery,APRICOT BRANDIES,0.22
2501,Purple Valley Imports,Imported Distilled Spirits Specialty,0.03
2502,Best Case Wines LLC,,0.32
2503,Broadslab Distillery,DISTILLED SPIRITS SPECIALTY,0.15
2504,NORTH SHORE DISTILLERY,American Vodka,0.25
2505,Levecke Corporation,,0.16
2506,Hemingway Rum Company LLC,Gold Rum,0.05
2507,"High West Distillery, LLC",STRAIGHT RYE WHISKIES,0.24
2508,Patron Spirits Company,Imported Vodka,0.12
2509,Anchor Distilling (PREISS IMPORTS),JAMAICA RUM,0.24
2510,Mccormick Distilling Company,,0.33
2511,Charbay Distillers LLC,Special Order Items,0.14
2512,Park Street Imports-Berentzen,,0.11
2513,"Cowboy Country Distilling, Inc.",Aged Dark Rum,0.17
2514,Pernod Ricard USA/Austin Nichols,WHITE CREME DE MENTHE,0.29
2515,Doc Herson's Natural Spirits,,0.08
2516,"Sagamore Whiskey, LLC",Straight Rye Whiskies,0.12
2517,Shaw-Ross International,Flavored Gin,0.25
2518,S&B Farms Distillery,,0.27
2519,Copper & Kings American Brandy Company,American Distilled Spirit Specialty,0.17
2520,SAZERAC COMPANY  INC,Imported Vodka,0.28
2521,Prestige Wine & Spirits Group / United States Distilled Products Co,Imported Cordials & Liqueur,0.13
2522,Castle Brands,Single Malt Scotch,0.31
2523,Paterno Imports LTD / Terlato Wines International,Gold Rum,0.31
2524,Domaine Select,Gold Rum,0.13
2525,Mile High Spirits LLC,Single Barrel Bourbon Whiskies,0.22
2526,OLE SMOKY DISTILLERY LLC,Corn Whiskies,0.22
2527,Phillips Beverage,Gold Rum,0.31
2528,TY KU LLC,Imported Cordials & Liqueur,0.23
2529,HPSepicurean LLC / Preiss Imports,Special Order Items,0.09
2530,MISSISSIPPI RIVER DISTIL,Iowa Distillery Whiskies,0.57
2531,PERNOD RICARD USA,Imported Distilled Spirits Specialty,0.01
2532,Aha Toro Spirits Inc,TEQUILA,0.19
2533,Haas Brothers,TEQUILA,0.33
2534,Casa 1921 LLC,TEQUILA,0.15
2535,KOLOA RUM COMPANY,Spiced Rum,0.22
2536,Prestige Wine and Spirits Group,FLAVORED RUM,0.04
2537,Caribbean Spirits Inc,FLAVORED RUM,0.24
2538,Modern Spirits,FLAVORED RUM,0.3
2539,Anchor Distilling (PREISS IMPORTS),FLAVORED RUM,0.21
2540,Sugarlands Distilling Company LLC,Flavored Rum,0.18
2541,KOLOA RUM COMPANY,Flavored Rum,0.22
2542,United Spirits Inc,Mixto Tequila,0.23
2543,Demerara Distillers (USA) Inc.,Cream Liqueurs,0.08
2544,Anheuser-Busch/Longtail Libations,IMPORTED VODKA,0.1
2545,Bmc Imports,IMPORTED VODKA,0.26
2546,DIAGEO AMERICAS,Irish Whiskies,0.26
2547,WILSON DANIELS LTD,Irish Whiskies,0.0
2548,Square One Organic Spirits,VODKA 80 PROOF,0.33
2549,Breckenridge Distillery,VODKA 80 PROOF,0.26
2550,"Imperial Brands, Inc.",VODKA FLAVORED,0.09
2551,ST GEORGE SPIRITS INC,American Vodkas,0.06
2552,Oregon Brewing Co,American Vodkas,0.18
2553,St. Louis Distillery LLC,American Vodkas,0.24
2554,"Winebow, Inc.",SCOTCH WHISKIES,0.18
2555,Sidney Frank Importing Co.,SCOTCH WHISKIES,0.31
2556,Luxco-Cleveland,WHISKEY LIQUEUR,0.26
2557,"Chatham Imports,inc",BLENDED WHISKIES,0.24
2558,"Seven Jars Distillery, LLC",Blended Whiskies,0.19
2559,Park Street Imports-Few Spirits,AMERICAN DRY GINS,0.04
2560,Dry Fly Distilling,AMERICAN DRY GINS,0.22
2561,Ransom Spirits LLC,AMERICAN DRY GINS,0.1
2562,Hood River Distillers,American Brandies,0.07
2563,Maverick Spirit LLC,American Dry Gins,0.26
2564,"Cowboy Country Distilling, Inc.",American Dry Gins,0.31
2565,Kobrand Corp,Imported Brandies,0.08
2566,Niche Import Co,Imported Brandies,0.09
2567,SAZERAC NORTH AMERICA,Imported Brandies,0.07
2568,HAAS BROTHERS,100% Agave Tequila,0.3
2569,AMERICAN SPIRITS EXCHANGE,100% Agave Tequila,0.04
2570,Castle Brands,AMERICAN COCKTAILS,0.09
2571,Campari(skyy),PEPPERMINT SCHNAPPS,0.33
2572,Clear Creek Distillery,AMERICAN GRAPE BRANDIES,0.03
2573,Mhw LTD,American Flavored Vodka,0.24
2574,Vision Wine & Spirit LLC,American Flavored Vodka,0.1
2575,CVI Brands,STRAIGHT BOURBON WHISKIES,0.08
2576,Black Dirt Distillery,Straight Bourbon Whiskies,0.15
2577,Rock Town Distillery,Straight Bourbon Whiskies,0.1
2578,Filibuster Barrels LLC,Straight Bourbon Whiskies,0.15
2579,Van Brunt Stillhouse,Straight Bourbon Whiskies,0.19
2580,Red Boot Distillery,Straight Bourbon Whiskies,0.14
2581,"Cowboy Country Distilling, Inc.",American Cordials & Liqueur,0.2
2582,MS WALKER INC,American Cordials & Liqueur,0.19
2583,Stoller Warehouse,American Cordials & Liqueur,0.2
2584,Old Elk Distilleries LLC,American Cordials & Liqueur,0.14
2585,Grand Prix Beverage LLC,Imported Cordials & Liqueurs,0.3
2586,Rocky Top Investments / Rock River Distillation,Temporary & Specialty Packages,0.09
2587,"William Grant and Sons, Inc.",PUERTO RICO & VIRGIN ISLANDS RUM,0.26
2588,Itsko Imports Inc,PUERTO RICO & VIRGIN ISLANDS RUM,0.24
2589,Park Street Imports-House Spirits,PUERTO RICO & VIRGIN ISLANDS RUM,0.09
2590,Park Street Imports-Sweet Revenge,PUERTO RICO & VIRGIN ISLANDS RUM,0.18
2591,Proximo,PUERTO RICO & VIRGIN ISLANDS RUM,0.28
2592,Brown-Forman Corporation,MISC. AMERICAN CORDIALS & LIQUEURS,0.25
2593,Domaine Select Wine Estates,MISC. IMPORTED CORDIALS & LIQUEURS,0.19
2594,Lonely Oak Distillery,Iowa Distillery Whiskies,0.29
2595,"Foundry Distilling Company, LLC",American Whiskies,0.13
2596,RUSSIAN STANDARD VODKA,Imported Vodka,0.0
2597,Niche Import Co.,AMERICAN AMARETTO,0.15
2598,MISSISSIPPI RIVER DISTIL,Delisted Items,0.69
2599,SERRALLES USA,,0.27
2600,Vision Wine and Spirits,,0.15
2601,IMPERIAL BRANDS INC,Imported Cordials & Liqueur,0.13
2602,Castle Brands,STRAIGHT RYE WHISKIES,0.08
2603,"Charles Jacquin Et. Cie., Inc.",MISCELLANEOUS  BRANDIES,0.08
2604,Purple Valley Imports,Aged Dark Rum,0.33
2605,Royal Wine Corporation,,0.19
2606,Grand Teton Distillery,,0.09
2607,Levecke Corporation,Special Order Items,0.27
2608,Pernod Ricard USA/Austin Nichols,MISCELLANEOUS  BRANDIES,0.29
2609,San Bartolo Farms Inc.,Imported Cordials & Liqueur,0.23
2610,Caffo Beverages Inc,Imported Cordials & Liqueur,0.21
2611,Oregon Brewing Co,Aged Dark Rum,0.32
2612,Trinchero Family Estates,,0.13
2613,HAAS BROTHERS,,0.29
2614,Castle Brands,IMPORTED AMARETTO,0.1
2615,R�my Cointreau USA,IRISH WHISKIES,0.27
2616,Anchor Distilling,SINGLE MALT SCOTCH,0.24
2617,Edrington Group USA LLC,IRISH WHISKIES,0.04
2618,Sidney Frank Importing Co.,,0.1
2619,Purple Valley Imports,Single Malt Scotch,0.19
2620,REMY COINTREAU USA         .,IRISH WHISKIES,0.25
2621,Purple Valley Imports,Straight Rye Whiskies,0.12
2622,Wild Agave Imports LLC,Special Order Items,0.31
2623,Kings Country Distillery,Bottled in Bond Bourbon,0.31
2624,Classic Wine Imports,IRISH WHISKIES,0.22
2625,HOTALING & CO,Gold Rum,0.33
2626,Proximo,SCHNAPPS - IMPORTED,0.19
2627,Heaven Hill Brands,Imported Cordials & Liqueur,0.17
2628,DUNKEL CORPORATION,American Vodka,0.01
2629,PERNOD RICARD USA,Cocktails / RTD,0.0
2630,PROST BEVERAGE COMPANY,American Distilled Spirits Specialty,0.32
2631,DIAGEO AMERICAS,Delisted Items,0.0
2632,Jim Beam Brands,Holiday VAP,
2633,United Spirits Inc,Corn Whiskies,0.04
2634,Park Street Imports-Few Spirits,STRAIGHT RYE WHISKIES,0.31
2635,"Spirit Imports, Inc.",SINGLE MALT SCOTCH,0.16
2636,Pacific Edge Wine & Spirits,SINGLE MALT SCOTCH,0.18
2637,Phillips Beverage,Cocktails / RTD,0.0
2638,45TH PARALLEL SPIRITS,Flavored Gin,0.23
2639,Wildcat Products LLC,Corn Whiskies,0.1
2640,Western Spirits Beverage Co. LLC,,0.15
2641,"Global Beverage Team, LLC",Mezcal,0.04
2642,SERRALLES USA,Aged Dark Rum,0.27
2643,INTERNATIONAL TRADE ONE CORP,Gold Rum,0.18
2644,Paterno Imports LTD / Terlato Wines International,,0.17
2645,Mountain Laurel Spirits LLC,American Distilled Spirit Specialty,0.09
2646,PROXIMO,Gold Rum,0.27
2647,Levecke Corporation,American Distilled Spirit Specialty,0.15
2648,McCormick Distilling Co.,American Cordials & Liqueurs,0.13
2649,Shaw Ross International Importers LL,TEQUILA,0.17
2650,Skyy Spirits Inc,White Rum,0.15
2651,"Tattersall Companies, LLC",White Rum,0.32
2652,Bom Dia Imports LLC,White Rum,0.11
2653,Stoller Warehouse,Spiced Rum,0.22
2654,HPSepicurean LLC / Preiss Imports,Flavored Rum,0.27
2655,Red Boot Distillery,Mixto Tequila,0.19
2656,"Biagio Cru And Estate Wines, LLC",CREAM LIQUEURS,0.22
2657,Dakota Spirits Distillery,VODKA 80 PROOF,0.21
2658,United Spirits Inc,American Vodkas,0.07
2659,"Spirit Imports, Inc.",SCOTCH WHISKIES,0.17
2660,"Paterno Imports, Ltd.",SCOTCH WHISKIES,0.28
2661,YAHARA BAY DISTILLERS INC,Scotch Whiskies,0.02
2662,United Spirits Inc,Whiskey Liqueur,0.03
2663,FRANK LIN DISTILLERS PRO,Blended Whiskies,0.12
2664,Middle West Spirits,Blended Whiskies,0.08
2665,ST GEORGE SPIRITS INC,Blended Whiskies,0.24
2666,Park Street Imports-Philadelphia Dis,AMERICAN DRY GINS,0.17
2667,Prestige Wine & Spirits Group / United States Distilled Products Co,American Schnapps,0.3
2668,Prestige Wine & Spirits Group,American Schnapps,0.07
2669,SAZERAC COMPANY  INC,Imported Brandies,0.27
2670,Macchu Pisco LLC,Imported Brandies,0.08
2671,Campari America,Imported Dry Gins,0.16
2672,Brown Forman Corp.,Imported Dry Gins,0.13
2673,Paterno Imports LTD / Terlato Wines International,Imported Dry Gins,0.26
2674,Tierra Madre LLC,100% Agave Tequila,0.08
2675,Charbay Distillers LLC,100% Agave Tequila,0.32
2676,Benchmark Beverage Company LLC,100% Agave Tequila,0.31
2677,Aveniu Brands,TENNESSEE WHISKIES,0.32
2678,Mach Flynt Inc.,Tennessee Whiskies,0.26
2679,Minhas Micro Distillery,AMERICAN GRAPE BRANDIES,0.44
2680,Prestige Wine & Spirits Group / United States Distilled Products Co,American Flavored Vodka,0.15
2681,Local Choice Inc,American Flavored Vodka,0.19
2682,MHW Ltd,STRAIGHT BOURBON WHISKIES,0.2
2683,"St. George Spirit, Inc",STRAIGHT BOURBON WHISKIES,0.06
2684,PERNOD RICARD USA,American Cordials & Liqueur,0.04
2685,DEHNER DISTILLERY,Temporary & Specialty Packages,0.18
2686,"Mast-Jaegermeister US, Inc",Temporary & Specialty Packages,0.0
2687,Levecke Corp,PUERTO RICO & VIRGIN ISLANDS RUM,0.33
2688,"Moet Hennessy USA, Inc.",PUERTO RICO & VIRGIN ISLANDS RUM,0.11
2689,Gemini Spirits,MISC. AMERICAN CORDIALS & LIQUEURS,0.3
